CPU_32v7 :: 
HAMACHI :: drivers/net/ethernet/packetengines/hamachi.c=
TSL2583 :: drivers/staging/iio/light/tsl2583.c=
GRETH :: drivers/net/ethernet/aeroflex/greth.c=drivers/net/ethernet/aeroflex/greth.h=aeroflex/=
BLK_DEV_SGIIOC4 :: drivers/ide/sgiioc4.c=
ALPHA_MCPCIA :: arch/alpha/kernel/core_mcpcia.c=
MMC_AT91 :: drivers/mmc/host/at91_mci.c=drivers/mmc/host/at91_mci.h=
USBIP_CORE :: usbip/=drivers/staging/usbip/usbip_common.c=drivers/staging/usbip/usbip_common.h=drivers/staging/usbip/usbip_event.c=
NET_DSA_TAG_TRAILER :: net/dsa/tag_trailer.c=
NLS_ISO8859_5 :: fs/nls/nls_iso8859-5.c=
NLS_ISO8859_4 :: fs/nls/nls_iso8859-4.c=
I2C_DESIGNWARE_PLATFORM :: drivers/i2c/busses/i2c-designware-platdrv.c=drivers/i2c/busses/i2c-designware-core.c=drivers/i2c/busses/i2c-designware-core.h=
NLS_ISO8859_7 :: fs/nls/nls_iso8859-7.c=
NLS_ISO8859_6 :: fs/nls/nls_iso8859-6.c=
USB_WUSB :: wusbcore/=
USB_GSPCA_VICAM :: drivers/media/video/gspca/vicam.c=
NLS_ISO8859_1 :: fs/nls/nls_iso8859-1.c=
NLS_ISO8859_3 :: fs/nls/nls_iso8859-3.c=
HID_ROCCAT_ARVO :: drivers/hid/hid-roccat-arvo.c=drivers/hid/hid-roccat-arvo.h=
NLS_ISO8859_2 :: fs/nls/nls_iso8859-2.c=
CS89x0 :: drivers/net/ethernet/cirrus/cs89x0.c=drivers/net/ethernet/cirrus/cs89x0.h=
DVB_BCM3510 :: drivers/media/dvb/frontends/bcm3510.c=drivers/media/dvb/frontends/bcm3510.h=
NLS_ISO8859_9 :: fs/nls/nls_iso8859-9.c=
NLS_ISO8859_8 :: fs/nls/nls_cp1255.c=
USB_OTG_UTILS :: usb/=otg/=drivers/usb/otg/otg.c=
IMX_HAVE_PLATFORM_MX1_CAMERA :: arch/arm/plat-mxc/devices/platform-mx1-camera.c=
JFFS2_FS_SECURITY :: fs/jffs2/security.c=
ALIGNMENT_TRAP :: arch/arm/mm/alignment.c=arch/unicore32/mm/alignment.c=
VIRTIO_MMIO :: drivers/virtio/virtio_mmio.c=
PCI_HERMES :: drivers/net/wireless/orinoco/orinoco_pci.c=drivers/net/wireless/orinoco/orinoco_pci.h=
PCF50633_GPIO :: drivers/mfd/pcf50633-gpio.c=
SND_PXA2XX_SOC_IMOTE2 :: sound/soc/pxa/imote2.c=
SND_SOC_DB1200 :: sound/soc/au1x/db1200.c=
PPS_CLIENT_KTIMER :: drivers/pps/clients/pps-ktimer.c=
USB_SERIAL_EDGEPORT :: drivers/usb/serial/io_edgeport.c=drivers/usb/serial/io_edgeport.h=
GPREL_DATA_4 :: 
MACH_GLANTANK :: arch/arm/mach-iop32x/glantank.c=
NET_VENDOR_NATSEMI :: natsemi/=
SND_SOC_AU1XPSC :: sound/soc/au1x/dbdma2.c=
MTD_BLKDEVS :: drivers/mtd/mtd_blkdevs.c=
ATH5K_PCI :: drivers/net/wireless/ath/ath5k/pci.c=
XENFS :: xenfs/=drivers/xen/xenfs/xenfs.h=
BLK_DEV_SLC90E66 :: drivers/ide/slc90e66.c=
9P_FS_POSIX_ACL :: fs/9p/acl.c=fs/9p/acl.h=
SENSORS_SMSC47M1 :: drivers/hwmon/smsc47m1.c=
SH_7206_SOLUTION_ENGINE :: 7206/=
CS5536_MFGPT :: arch/mips/loongson/common/cs5536/cs5536_mfgpt.c=
APPLDATA_BASE :: arch/s390/appldata/appldata_base.c=
GDBSTUB_ON_TTYSx :: arch/mn10300/kernel/gdb-io-serial.c=arch/mn10300/kernel/gdb-io-serial-low.S=
CLKSRC_DBX500_PRCMU :: drivers/clocksource/clksrc-dbx500-prcmu.c=
AMIGA_PCMCIA :: arch/m68k/amiga/pcmcia.c=
SPEAKUP_SYNTH_APOLLO :: drivers/staging/speakup/speakup_apollo.c=
HW_RANDOM_OMAP :: drivers/char/hw_random/omap-rng.c=
DVB_MANTIS :: 
SIBYTE_BCM1x80 :: arch/mips/pci/pci-bcm1480.c=arch/mips/pci/pci-bcm1480ht.c=bcm1480/=common/=sibyte/=
SND_AZT2320 :: sound/isa/azt2320.c=
DWARF_UNWINDER :: arch/sh/kernel/dwarf.c=
EFI_VARS :: drivers/firmware/efivars.c=
GPREL_DATA_8 :: 
MACH_NEO1973_GTA02 :: arch/arm/mach-s3c2440/mach-gta02.c=
MTD_TESTS :: drivers/mtd/tests/mtd_oobtest.c=drivers/mtd/tests/mtd_pagetest.c=drivers/mtd/tests/mtd_readtest.c=drivers/mtd/tests/mtd_speedtest.c=drivers/mtd/tests/mtd_stresstest.c=drivers/mtd/tests/mtd_subpagetest.c=drivers/mtd/tests/mtd_torturetest.c=drivers/mtd/tests/mtd_nandecctest.c=
SOC_IMX25 :: arch/arm/mach-imx/clock-imx25.c=arch/arm/mach-imx/mm-imx25.c=arch/arm/mach-imx/ehci-imx25.c=arch/arm/mach-imx/cpu-imx25.c=
EDAC_AMD76X :: drivers/edac/amd76x_edac.c=
SOC_IMX23 :: arch/arm/mach-mxs/clock-mx23.c=
MACH_SMDKC210 :: arch/arm/mach-exynos/mach-smdkv310.c=
SOC_IMX21 :: arch/arm/mach-imx/clock-imx21.c=arch/arm/mach-imx/mm-imx21.c=
SND_AZT2316 :: sound/isa/galaxy/azt2316.c=
IP_VS_WRR :: net/netfilter/ipvs/ip_vs_wrr.c=
FTR_FIXUP_SELFTEST :: arch/powerpc/lib/feature-fixups-test.S=
ISDN_DIVAS_PRIPCI :: drivers/isdn/hardware/eicon/os_pri.c=drivers/isdn/hardware/eicon/os_pri.h=drivers/isdn/hardware/eicon/s_pri.c=
FPE_NWFPE :: arch/arm/nwfpe/=arch/arm/nwfpe/fpa11.c=arch/arm/nwfpe/fpa11.h=arch/arm/nwfpe/fpa11.inl=arch/arm/nwfpe/fpa11_cpdo.c=arch/arm/nwfpe/fpa11_cpdt.c=arch/arm/nwfpe/fpa11_cprt.c=arch/arm/nwfpe/fpmodule.c=arch/arm/nwfpe/fpmodule.h=arch/arm/nwfpe/fpmodule.inl=arch/arm/nwfpe/fpopcode.c=arch/arm/nwfpe/fpopcode.h=arch/arm/nwfpe/softfloat.c=arch/arm/nwfpe/softfloat.h=arch/arm/nwfpe/single_cpdo.c=arch/arm/nwfpe/double_cpdo.c=arch/arm/nwfpe/entry.S=
TLAN :: drivers/net/ethernet/ti/tlan.c=drivers/net/ethernet/ti/tlan.h=
MMC_PXA :: drivers/mmc/host/pxamci.c=drivers/mmc/host/pxamci.h=
FB_I810_I2C :: drivers/video/i810/i810-i2c.c=
PLAT_VERSATILE_SCHED_CLOCK :: arch/arm/plat-versatile/sched-clock.c=
H8300_ITU :: arch/h8300/kernel/timer/itu.c=
MMC_SDHCI_PCI :: drivers/mmc/host/sdhci-pci.c=
X86_32 :: arch/x86/kernel/cpu/bugs.c=arch/x86/kernel/cpu/mtrr/amd.c=arch/x86/kernel/cpu/mtrr/cyrix.c=arch/x86/kernel/cpu/mtrr/centaur.c=arch/x86/kernel/sys_i386_32.c=arch/x86/kernel/i386_ksyms_32.c=arch/x86/kernel/tls.c=arch/x86/kernel/tls.h=arch/x86/kernel/reboot_32.S=arch/x86/lib/atomic64_32.c=arch/x86/lib/atomic64_cx8_32.S=arch/x86/lib/checksum_32.S=arch/x86/lib/strstr_32.c=arch/x86/lib/string_32.c=arch/x86/lib/cmpxchg.c=arch/x86/lib/cmpxchg8b_emu.S=arch/x86/lib/atomic64_386_32.S=arch/x86/mm/pgtable_32.c=arch/x86/mm/iomap_32.c=arch/x86/um/checksum_32.S=arch/x86/um/elfcore.c=vdso/=arch/x86/um/os-Linux/tls.c=drivers/lguest/x86/switcher_32.S=drivers/lguest/x86/core.c=
JOYSTICK_JOYDUMP :: drivers/input/joystick/joydump.c=
INPUT_ATI_REMOTE2 :: drivers/input/misc/ati_remote2.c=
SQUASHFS_XATTR :: fs/squashfs/xattr.c=fs/squashfs/xattr.h=fs/squashfs/xattr_id.c=
MACH_DSMG600 :: arch/arm/mach-ixp4xx/dsmg600-setup.c=arch/arm/mach-ixp4xx/dsmg600-pci.c=
CPU_MMP2 :: arch/arm/mach-mmp/mmp2.c=arch/arm/mach-mmp/irq-mmp2.c=arch/arm/mach-mmp/sram.c=
VIDEO_TM6000_ALSA :: drivers/media/video/tm6000/tm6000-alsa.c=
BLK_DEV_Q40IDE :: drivers/ide/q40ide.c=
MTD_NAND_ECC :: drivers/mtd/nand/nand_ecc.c=
BCM47XX :: bcm47xx/=arch/mips/pci/pci-bcm47xx.c=
COMEDI_NI_MIO_CS :: drivers/staging/comedi/drivers/ni_mio_cs.c=
SOC_IMX35 :: arch/arm/mach-imx/mm-imx3.c=arch/arm/mach-imx/cpu-imx35.c=arch/arm/mach-imx/clock-imx35.c=arch/arm/mach-imx/ehci-imx35.c=
SCSI_GDTH :: drivers/scsi/gdth.c=drivers/scsi/gdth.h=
NETFILTER_XTABLES :: net/netfilter/x_tables.c=net/netfilter/xt_tcpudp.c=
SOC_IMX31 :: arch/arm/mach-imx/mm-imx3.c=arch/arm/mach-imx/cpu-imx31.c=arch/arm/mach-imx/clock-imx31.c=arch/arm/mach-imx/iomux-imx31.c=arch/arm/mach-imx/ehci-imx31.c=
IP_VS_PROTO_UDP :: net/netfilter/ipvs/ip_vs_proto_udp.c=
CSRC_R4K_LIB :: arch/mips/kernel/csrc-r4k.c=
CRYPTO_USER_API_SKCIPHER :: crypto/algif_skcipher.c=
CPU_SHX3 :: arch/sh/kernel/cpu/sh4a/smp-shx3.c=arch/sh/mm/cache-shx3.c=
SND_RME32 :: sound/pci/rme32.c=
SOC_IMX27 :: arch/arm/mach-imx/cpu-imx27.c=arch/arm/mach-imx/pm-imx27.c=arch/arm/mach-imx/clock-imx27.c=arch/arm/mach-imx/mm-imx27.c=arch/arm/mach-imx/ehci-imx27.c=
SOC_IMX28 :: arch/arm/mach-mxs/clock-mx28.c=
INPUT_TABLET :: tablet/=
PLAT_VERSATILE :: 
MTD_ICHXROM :: drivers/mtd/maps/ichxrom.c=
GIGASET_BASE :: drivers/isdn/gigaset/bas-gigaset.c=drivers/isdn/gigaset/isocdata.c=
SOUND_YM3812 :: sound/oss/opl3.c=
HISAX_TELESPCI :: drivers/isdn/hisax/telespci.c=drivers/isdn/hisax/isac.c=drivers/isdn/hisax/isac.h=drivers/isdn/hisax/arcofi.c=drivers/isdn/hisax/arcofi.h=drivers/isdn/hisax/hscx.c=drivers/isdn/hisax/hscx.h=
USB_G_MULTI :: drivers/usb/gadget/multi.c=
KSI8560 :: arch/powerpc/platforms/85xx/ksi8560.c=
BRIDGE :: net/bridge/br.c=net/bridge/br_device.c=net/bridge/br_fdb.c=net/bridge/br_forward.c=net/bridge/br_if.c=net/bridge/br_input.c=net/bridge/br_ioctl.c=net/bridge/br_notify.c=net/bridge/br_stp.c=net/bridge/br_stp_bpdu.c=net/bridge/br_stp_if.c=net/bridge/br_stp_timer.c=net/bridge/br_netlink.c=bridge/=
CFAG12864B :: drivers/auxdisplay/cfag12864b.c=drivers/auxdisplay/cfag12864bfb.c=
RTAS_PROC :: arch/powerpc/kernel/rtas-proc.c=
RTC_DRV_R9701 :: drivers/rtc/rtc-r9701.c=
P54_USB :: drivers/net/wireless/p54/p54usb.c=drivers/net/wireless/p54/p54usb.h=
MTD_DOC2001PLUS :: drivers/mtd/devices/doc2001plus.c=
MMAPPER :: arch/um/drivers/mmapper_kern.c=
MACH_VR41XX :: vr41xx/common/=
SIGNALFD :: fs/signalfd.c=
SB1250_MAC :: drivers/net/ethernet/broadcom/sb1250-mac.c=
S3C24XX_SPI_BUS0_GPE11_GPE12_GPE13 :: arch/arm/plat-s3c24xx/spi-bus0-gpe11_12_13.c=
PATA_IXP4XX_CF :: drivers/ata/pata_ixp4xx_cf.c=
BATMAN_ADV :: net/batman-adv/bat_debugfs.c=net/batman-adv/bat_debugfs.h=net/batman-adv/bat_iv_ogm.c=net/batman-adv/bat_sysfs.c=net/batman-adv/bat_sysfs.h=net/batman-adv/bitarray.c=net/batman-adv/bitarray.h=net/batman-adv/gateway_client.c=net/batman-adv/gateway_client.h=net/batman-adv/gateway_common.c=net/batman-adv/gateway_common.h=net/batman-adv/hard-interface.c=net/batman-adv/hard-interface.h=net/batman-adv/hash.c=net/batman-adv/hash.h=net/batman-adv/icmp_socket.c=net/batman-adv/icmp_socket.h=net/batman-adv/main.c=net/batman-adv/main.h=net/batman-adv/originator.c=net/batman-adv/originator.h=net/batman-adv/ring_buffer.c=net/batman-adv/ring_buffer.h=net/batman-adv/routing.c=net/batman-adv/routing.h=net/batman-adv/send.c=net/batman-adv/send.h=net/batman-adv/soft-interface.c=net/batman-adv/soft-interface.h=net/batman-adv/translation-table.c=net/batman-adv/translation-table.h=net/batman-adv/unicast.c=net/batman-adv/unicast.h=net/batman-adv/vis.c=net/batman-adv/vis.h=batman-adv/=
SENSORS_MAX1668 :: drivers/hwmon/max1668.c=
FSL_RIO :: arch/powerpc/sysdev/fsl_rio.c=
NET_SCH_NETEM :: net/sched/sch_netem.c=
IRQ_REMAP :: drivers/iommu/intr_remapping.c=drivers/iommu/intr_remapping.h=
SCSI_CXGB3_ISCSI :: drivers/scsi/cxgbi/cxgb3i/cxgb3i.c=drivers/scsi/cxgbi/cxgb3i/cxgb3i.h=drivers/scsi/cxgbi/libcxgbi.c=drivers/scsi/cxgbi/libcxgbi.h=cxgb3i/=drivers/scsi/libiscsi.c=drivers/scsi/libiscsi_tcp.c=cxgbi/=
NF_CONNTRACK_SIP :: net/netfilter/nf_conntrack_sip.c=
LEDS_LM3530 :: drivers/leds/leds-lm3530.c=
IXGB :: drivers/net/ethernet/intel/ixgb/ixgb_main.c=drivers/net/ethernet/intel/ixgb/ixgb_hw.c=drivers/net/ethernet/intel/ixgb/ixgb_hw.h=drivers/net/ethernet/intel/ixgb/ixgb_ee.c=drivers/net/ethernet/intel/ixgb/ixgb_ee.h=drivers/net/ethernet/intel/ixgb/ixgb_ethtool.c=drivers/net/ethernet/intel/ixgb/ixgb_param.c=ixgb/=
INET_LRO :: net/ipv4/inet_lro.c=
CPU_SA1100 :: arch/arm/mm/copypage-v4mc.c=arch/arm/mm/proc-sa1100.S=
WATCHDOG_RTAS :: drivers/watchdog/wdrtas.c=
MACH_ARCOM_VULCAN :: arch/arm/mach-ixp4xx/vulcan-setup.c=arch/arm/mach-ixp4xx/vulcan-pci.c=
S390_HYPFS_FS :: arch/s390/hypfs/inode.c=arch/s390/hypfs/hypfs_diag.c=arch/s390/hypfs/hypfs_vm.c=arch/s390/hypfs/hypfs_dbfs.c=
MACH_OMAP4_PANDA :: arch/arm/mach-omap2/board-omap4panda.c=
EP93XX_SDCE2_PHYS_OFFSET :: 
NET_VENDOR_XSCALE :: xscale/=
SERIAL_TIMBERDALE :: drivers/tty/serial/timbuart.c=drivers/tty/serial/timbuart.h=
SND_OMAP_SOC_AM3517EVM :: sound/soc/omap/am3517evm.c=
ARCH_MV78XX0 :: 
VIDEO_GO7007_TW2804 :: drivers/staging/media/go7007/wis-tw2804.c=
SENSORS_LTC4151 :: drivers/hwmon/ltc4151.c=
COMEDI_DT2801 :: drivers/staging/comedi/drivers/dt2801.c=
TCP_CONG_WESTWOOD :: net/ipv4/tcp_westwood.c=
MXS_HAVE_PLATFORM_MXSFB :: arch/arm/mach-mxs/devices/platform-mxsfb.c=
HISAX_HFC4S8S :: drivers/isdn/hisax/hfc4s8s_l1.c=drivers/isdn/hisax/hfc4s8s_l1.h=
SCSI_POWERTECSCSI :: drivers/scsi/arm/powertec.c=drivers/scsi/arm/fas216.c=drivers/scsi/arm/fas216.h=drivers/scsi/arm/queue.c=drivers/scsi/arm/queue.h=drivers/scsi/arm/msgqueue.c=drivers/scsi/arm/msgqueue.h=
RFKILL_REGULATOR :: net/rfkill/rfkill-regulator.c=
PATA_OLDPIIX :: drivers/ata/pata_oldpiix.c=
IR_LIRC_CODEC :: drivers/media/rc/ir-lirc-codec.c=
CSB726_CSB701 :: arch/arm/mach-pxa/csb701.c=
MACH_MAINSTONE :: arch/arm/mach-pxa/leds-mainstone.c=arch/arm/mach-pxa/mainstone.c=drivers/pcmcia/pxa2xx_mainstone.c=
VIDEO_CX88_DVB :: drivers/media/video/cx88/cx88-dvb.c=
ORION_WATCHDOG :: drivers/watchdog/orion_wdt.c=
ARCH_ADI_COYOTE :: arch/arm/mach-ixp4xx/coyote-pci.c=arch/arm/mach-ixp4xx/coyote-setup.c=
MFD_DB5500_PRCMU :: drivers/mfd/db5500-prcmu.c=
PPC_BOOK3E :: 
COMEDI_DT2814 :: drivers/staging/comedi/drivers/dt2814.c=
HOTPLUG_PCI :: drivers/pci/hotplug/pci_hotplug_core.c=drivers/pci/hotplug/pcihp_slot.c=drivers/pci/hotplug/acpi_pcihp.c=hotplug/=drivers/pci/hotplug-pci.c=
SOC_IMX6Q :: arch/arm/mach-imx/clock-imx6q.c=arch/arm/mach-imx/mach-imx6q.c=arch/arm/mach-imx/pm-imx6q.c=
HISAX_ELSA_CS :: drivers/isdn/hisax/elsa_cs.c=
COMEDI_DT2811 :: drivers/staging/comedi/drivers/dt2811.c=
ATM_IDT77252_USE_SUNI :: drivers/atm/suni.c=drivers/atm/suni.h=
MACH_TERASTATION_PRO2 :: arch/arm/mach-orion5x/terastation_pro2-setup.c=
IRQ_DOMAIN :: kernel/irq/irqdomain.c=
MFD_ASIC3 :: drivers/mfd/asic3.c=drivers/mfd/tmio_core.c=
COMEDI_DT2817 :: drivers/staging/comedi/drivers/dt2817.c=
COMEDI_DT2815 :: drivers/staging/comedi/drivers/dt2815.c=
SND_HWDEP :: sound/core/hwdep.c=
LNE390 :: drivers/net/ethernet/8390/lne390.c=drivers/net/ethernet/8390/8390.c=drivers/net/ethernet/8390/8390.h=
RDS :: rds/=net/rds/af_rds.c=net/rds/bind.c=net/rds/cong.c=net/rds/connection.c=net/rds/info.c=net/rds/info.h=net/rds/message.c=net/rds/recv.c=net/rds/send.c=net/rds/stats.c=net/rds/sysctl.c=net/rds/threads.c=net/rds/transport.c=net/rds/loop.c=net/rds/loop.h=net/rds/page.c=net/rds/rdma.c=
ARCH_VERSATILE :: 
MPC8560_ADS :: arch/powerpc/platforms/85xx/mpc85xx_ads.c=
AD5624R_SPI :: drivers/staging/iio/dac/ad5624r_spi.c=
BLK_DEV_GENERIC :: drivers/ide/ide-pci-generic.c=
CEPH_LIB :: net/ceph/ceph_common.c=net/ceph/messenger.c=net/ceph/msgpool.c=net/ceph/buffer.c=net/ceph/pagelist.c=net/ceph/mon_client.c=net/ceph/osd_client.c=net/ceph/osdmap.c=net/ceph/crush/crush.c=net/ceph/crush/mapper.c=net/ceph/crush/hash.c=net/ceph/debugfs.c=net/ceph/auth.c=net/ceph/auth_none.c=net/ceph/auth_none.h=net/ceph/crypto.c=net/ceph/crypto.h=net/ceph/armor.c=net/ceph/auth_x.c=net/ceph/auth_x.h=net/ceph/ceph_fs.c=net/ceph/ceph_strings.c=net/ceph/ceph_hash.c=net/ceph/pagevec.c=ceph/=
FB_SAVAGE_ACCEL :: drivers/video/savage/savagefb_accel.c=
NETFILTER_XT_MATCH_TIME :: net/netfilter/xt_time.c=
PQ2FADS :: arch/powerpc/platforms/82xx/pq2fads.c=
IP_SET_HASH_IPPORTNET :: net/netfilter/ipset/ip_set_hash_ipportnet.c=
MTD_LATCH_ADDR :: drivers/mtd/maps/latch-addr-flash.c=
SMSC9420 :: drivers/net/ethernet/smsc/smsc9420.c=drivers/net/ethernet/smsc/smsc9420.h=
FOOTBRIDGE :: 
SND_HDA_INTEL :: sound/pci/hda/patch_hdmi.c=sound/pci/hda/hda_eld.c=sound/pci/hda/patch_sigmatel.c=sound/pci/hda/patch_si3054.c=sound/pci/hda/patch_ca0110.c=sound/pci/hda/patch_analog.c=sound/pci/hda/patch_cirrus.c=sound/pci/hda/patch_cmedia.c=sound/pci/hda/patch_conexant.c=sound/pci/hda/patch_realtek.c=sound/pci/hda/patch_ca0132.c=sound/pci/hda/hda_intel.c=sound/pci/hda/hda_codec.c=sound/pci/hda/hda_codec.h=sound/pci/hda/patch_via.c=
BT_HCIUART_BCSP :: drivers/bluetooth/hci_bcsp.c=
WL12XX_PLATFORM_DATA :: wl12xx/=drivers/net/wireless/wl12xx/wl12xx_platform_data.c=
MCU_MPC8349EMITX :: arch/powerpc/platforms/83xx/mcu_mpc8349emitx.c=
EDAC_I82443BXGX :: drivers/edac/i82443bxgx_edac.c=
PUV3_PWM :: arch/unicore32/kernel/pwm.c=
TOUCHSCREEN_CY8CTMG110 :: drivers/input/touchscreen/cy8ctmg110_ts.c=
PPS_CLIENT_GPIO :: drivers/pps/clients/pps-gpio.c=
SPI_SH_SCI :: drivers/spi/spi-sh-sci.c=
MEDIA_TUNER_MXL5005S :: drivers/media/common/tuners/mxl5005s.c=drivers/media/common/tuners/mxl5005s.h=
MTD_ESB2ROM :: drivers/mtd/maps/esb2rom.c=
IIO_KFIFO_BUF :: drivers/staging/iio/kfifo_buf.c=drivers/staging/iio/kfifo_buf.h=
CPU_TLB_V4WB :: arch/arm/mm/tlb-v4wb.S=
OF_DEVICE :: drivers/of/device.c=drivers/of/platform.c=
MFD_TI_SSP :: drivers/mfd/ti-ssp.c=
SERIAL_PXA :: drivers/tty/serial/pxa.c=
EDAC_I7CORE :: drivers/edac/i7core_edac.c=
MN10300_CACHE_WBACK :: arch/mn10300/mm/cache-smp-flush.c=
IGBVF :: drivers/net/ethernet/intel/igbvf/vf.c=drivers/net/ethernet/intel/igbvf/vf.h=drivers/net/ethernet/intel/igbvf/mbx.c=drivers/net/ethernet/intel/igbvf/mbx.h=drivers/net/ethernet/intel/igbvf/ethtool.c=drivers/net/ethernet/intel/igbvf/netdev.c=igbvf/=
S5P_PM :: arch/arm/plat-s5p/pm.c=arch/arm/plat-s5p/irq-pm.c=
BRIDGE_EBT_T_FILTER :: net/bridge/netfilter/ebtable_filter.c=
USB_ISP1362_HCD :: drivers/usb/host/isp1362-hcd.c=host/=
NFS_V3_ACL :: fs/nfs/nfs3acl.c=
SND_HDA_CODEC_ANALOG :: sound/pci/hda/patch_analog.c=
SND_BF5XX_SOC_AD193X :: sound/soc/blackfin/bf5xx-ad193x.c=
TEXTSEARCH_FSM :: lib/ts_fsm.c=
FANOTIFY :: fs/notify/fanotify/fanotify.c=fs/notify/fanotify/fanotify_user.c=
M68KFPU_EMU :: arch/m68k/math-emu/=
ALPHA_APECS :: arch/alpha/kernel/core_apecs.c=
AUDITSYSCALL :: kernel/auditsc.c=
MACH_MXT_TD60 :: arch/arm/mach-imx/mach-mxt_td60.c=
HPPB :: drivers/parisc/hppb.c=
RTC_DRV_AU1XXX :: drivers/rtc/rtc-au1xxx.c=
SND_DAVINCI_SOC_VCIF :: sound/soc/davinci/davinci-vcif.c=
INPUT_WISTRON_BTNS :: drivers/input/misc/wistron_btns.c=
QLGE :: qlge/=drivers/net/ethernet/qlogic/qlge/qlge_main.c=drivers/net/ethernet/qlogic/qlge/qlge_dbg.c=drivers/net/ethernet/qlogic/qlge/qlge_mpi.c=drivers/net/ethernet/qlogic/qlge/qlge_ethtool.c=
USB_IPHETH :: usb/=drivers/net/usb/ipheth.c=
MIPS_NILE4 :: arch/mips/pci/ops-nile4.c=
CPU_TLB_V4WT :: arch/arm/mm/tlb-v4.S=
EP93XX_WATCHDOG :: drivers/watchdog/ep93xx_wdt.c=
SND_PXA2XX_SOC_I2S :: sound/soc/pxa/pxa2xx-i2s.c=sound/soc/pxa/pxa2xx-i2s.h=
SND_SOC_WM8900 :: sound/soc/codecs/wm8900.c=sound/soc/codecs/wm8900.h=
BOARD_SPEAR320_EVB :: arch/arm/mach-spear3xx/spear320_evb.c=
MEDIA_TUNER_MXL5007T :: drivers/media/common/tuners/mxl5007t.c=drivers/media/common/tuners/mxl5007t.h=
CPU_SUP_AMD :: arch/x86/kernel/cpu/amd.c=arch/x86/kernel/cpu/perf_event_amd.c=
GENERIC_CPU :: 
I2C_BITBANG_8815NHK :: arch/arm/mach-nomadik/i2c-8815nhk.c=
VIDEO_TUNER :: drivers/media/video/tuner-core.c=
SND_SOC_WM8904 :: sound/soc/codecs/wm8904.c=sound/soc/codecs/wm8904.h=
SND_SOC_WM8903 :: sound/soc/codecs/wm8903.c=sound/soc/codecs/wm8903.h=
COMEDI_DT282X :: drivers/staging/comedi/drivers/dt282x.c=
SND_SST_PLATFORM :: sound/soc/mid-x86/sst_platform.c=sound/soc/mid-x86/sst_platform.h=
SND_MSND_CLASSIC :: sound/isa/msnd/msnd_classic.c=sound/isa/msnd/msnd_classic.h=sound/isa/msnd/msnd.c=sound/isa/msnd/msnd.h=sound/isa/msnd/msnd_midi.c=sound/isa/msnd/msnd_pinnacle_mixer.c=
SND_SSCAPE :: sound/isa/sscape.c=
SERIAL_BFIN :: drivers/tty/serial/bfin_uart.c=
KEYBOARD_IMX :: drivers/input/keyboard/imx_keypad.c=
PARPORT_1284 :: drivers/parport/daisy.c=drivers/parport/probe.c=
LEDS_DA903X :: drivers/leds/leds-da903x.c=
DVB_USB_CE6230 :: 
SCC :: drivers/net/hamradio/scc.c=
X86_PAT :: arch/x86/mm/pat_rbtree.c=
REGULATOR_BQ24022 :: drivers/regulator/bq24022.c=
ACORN_PARTITION :: fs/partitions/acorn.c=fs/partitions/acorn.h=
MACH_AVENGERS_LITE :: arch/arm/mach-mmp/avengers_lite.c=
PPC_CELL_NATIVE :: arch/powerpc/platforms/cell/iommu.c=arch/powerpc/platforms/cell/setup.c=arch/powerpc/platforms/cell/spider-pic.c=arch/powerpc/platforms/cell/pmu.c=arch/powerpc/platforms/cell/spider-pci.c=arch/powerpc/platforms/cell/smp.c=
C2PORT :: drivers/misc/c2port/core.c=c2port/=
AD5360 :: drivers/staging/iio/dac/ad5360.c=
CPU_PXA930 :: arch/arm/mach-pxa/pxa930.c=
SND_ATMEL_AC97C :: sound/atmel/ac97c.c=sound/atmel/ac97c.h=
EDAC_TILE :: drivers/edac/tile_edac.c=
BT_HCIBPA10X :: drivers/bluetooth/bpa10x.c=
NET_ACT_NAT :: net/sched/act_nat.c=
NETFILTER_XT_MATCH_U32 :: net/netfilter/xt_u32.c=
ATM_NICSTAR :: drivers/atm/nicstar.c=drivers/atm/nicstar.h=drivers/atm/suni.c=drivers/atm/suni.h=drivers/atm/idt77105.c=drivers/atm/idt77105.h=
USB_SERIAL_DIGI_ACCELEPORT :: drivers/usb/serial/digi_acceleport.c=
SND_AOA_TAS :: sound/aoa/codecs/tas.c=sound/aoa/codecs/tas.h=
MTD_NAND_PPCHAMELEONEVB :: drivers/mtd/nand/ppchameleonevb.c=
LIRC_STAGING :: lirc/=
ADVANTECH_WDT :: drivers/watchdog/advantechwdt.c=
E1000E :: drivers/net/ethernet/intel/e1000e/82571.c=drivers/net/ethernet/intel/e1000e/ich8lan.c=drivers/net/ethernet/intel/e1000e/80003es2lan.c=drivers/net/ethernet/intel/e1000e/lib.c=drivers/net/ethernet/intel/e1000e/phy.c=drivers/net/ethernet/intel/e1000e/param.c=drivers/net/ethernet/intel/e1000e/ethtool.c=drivers/net/ethernet/intel/e1000e/netdev.c=e1000e/=
SND_SOC_WM8961 :: sound/soc/codecs/wm8961.c=sound/soc/codecs/wm8961.h=
SND_SOC_WM8962 :: sound/soc/codecs/wm8962.c=sound/soc/codecs/wm8962.h=
PMC_MSP7120_GW :: arch/mips/pci/fixup-pmcmsp.c=arch/mips/pci/ops-pmcmsp.c=arch/mips/pmc-sierra/msp71xx/msp_hwbutton.c=
